VIN	order_num	vendor_name	part_number	description	price	status	qty
OEHOHX1J7K3285196	004	Green-Plus	GS-EAEM0145	Remote lock	142.20	installed	1	
OEHOHX1J7K3285196	004	Green-Plus	GS-EAES0103	Power-steering pressure sensor	173.87	ordered	1	
PMS4M3PZ8HU994524	002	Green-Plus	GS-10141	Fuse Box: The Alternative Tribute	27.94	installed	1	
PMS4M3PZ8HU994524	002	Green-Plus	GS-EAEESS0056	Battery cable terminal	55.02	installed	1	
PMS4M3PZ8HU994524	002	Green-Plus	GS-EAES0102	Oxygen sensor	56.63	installed	1	
PMS4M3PZ8HU994524	005	Green-Plus	GS-EAEAD0045	Speaker	39.96	installed	1	
QFRB7JG36TQ467046	003	Green-Plus	GS-PACBS0173	Brake line	55.59	installed	1	
QI8QRWK37QY163162	001	Green-Plus	GS-EAES0110	TDC sensor	110.36	ordered	1	
QI8QRWK37QY163162	001	Green-Plus	GS-EAES0111	MAP sensor	265.04	ordered	2	
R6R71GALMQ1265516	001	Green-Plus	GS-EAEM0137	Door contact	19.18	installed	1	
R6R71GALMQ1265516	001	Green-Plus	GS-ICS0162	Seat track	132.40	installed	1	
R6R71GALMQ1265516	001	Green-Plus	GS-PACBS0189	Hold-down springs	62.00	installed	4	
REE0QD38MTO546272	003	Green-Plus	GS-EAELASS0086	Headlight	163.08	ordered	1	
REE0QD38MTO546272	003	Green-Plus	GS-EAEM0147	Speed controller	16.54	installed	1	
REE0QD38MTO546272	003	Green-Plus	GS-PACBS0170	Brake cooling duct	181.92	installed	1	
RYBSBTRHY1H130438	002	Green-Plus	GS-BAEW0037	Window regulator	33.84	installed	1	
RYBSBTRHY1H130438	002	Green-Plus	GS-EAES0099	Knock sensor	12.03	installed	3	
S5SJ5HF7FZC976453	001	Green-Plus	GS-EAEAD0047	Subwoofer	93.41	ordered	1	
S5SJ5HF7FZC976453	001	Green-Plus	GS-EAELASS0090	Side lighting	56.78	ordered	1	
S5SJ5HF7FZC976453	001	Green-Plus	GS-EAEWH0128	Air conditioning harness	53.70	installed	1	
SZO84JB2HVG098562	003	Green-Plus	GS-BAED0027	Door seal	7.38	installed	1	
SZO84JB2HVG098562	003	Green-Plus	GS-PACBS0169	Brake backing pad	47.14	installed	1	
TJQJ55RQI0H014163	002	Green-Plus	GS-EAEESS0060	Battery tray	29.43	installed	1	
VYPRV5PC07K888007	001	Green-Plus	GS-BAED0025	Inner door handle	208.97	installed	1	
VYPRV5PC07K888007	001	Green-Plus	GS-EAES0110	TDC sensor	163.97	installed	4	
0C6AL84V5KK246421	002	Hottechi	HI-EAEGAM0062	Ammeter	12.38	installed	2	
0C6AL84V5KK246421	002	Hottechi	HI-PACBS0195	Load-sensing valve	15.35	installed	1	
0FEWQI4E337838228	002	Hottechi	HI-EAES0101	Manifold absolute pressure sensor	259.43	installed	1	
0FEWQI4E337838228	002	Hottechi	HI-EAESS0117	Starter Motor	104.33	installed	1	
1LCIYKT5JRA475172	002	Hottechi	HI-EAELASS0088	Interior light and lamp	128.40	installed	2	
1LCIYKT5JRA475172	002	Hottechi	HI-EAES0112	IMA sensor	431.64	installed	1	
37P7U8FZQUW335845	004	Hottechi	HI-EAEIS0077	Electronic timing controller	15.21	ordered	1	
37P7U8FZQUW335845	004	Hottechi	HI-EAEM0143	Performance Monitor	284.99	ordered	1	
4JX146RTPEP497160	003	Hottechi	HI-BAE0006	Fascia rear and support	78.60	ordered	1	
4JX146RTPEP497160	003	Hottechi	HI-BAED0032	Centre Locking	52.92	ordered	1	
4JX146RTPEP497160	003	Hottechi	HI-EAES0122	Power window switch	45.87	installed	1	
A3MYJUR4BV5683359	001	Hottechi	HI-BAE0006	Fascia rear and support	265.52	installed	1	
A3MYJUR4BV5683359	001	Hottechi	HI-EAELASS0090	Side lighting	48.43	installed	1	
A3MYJUR4BV5683359	001	Hottechi	HI-ICS0160	Seat bracket	345.84	installed	1	
AE2AOKLPFNP679714	004	Hottechi	HI-BAED0032	Centre Locking	1.81	installed	1	
AE2AOKLPFNP679714	004	Hottechi	HI-EAES0097	Engine sensor	59.01	installed	2	
AXFZ0VP31ZH670485	005	Hottechi	HI-BAED0029	Hinge	102.49	ordered	3	
BXF3ASJHKTX822745	001	Hottechi	HI-EAEAD0043	Radio and media player	114.52	ordered	1	
BXF3ASJHKTX822745	001	Hottechi	HI-EAEM0149	Transmission computer	58.53	installed	1	
BXF3ASJHKTX822745	001	Hottechi	HI-PACBS0191	Brake booster hose	140.24	received	1	
CILK8KOBEKV435840	003	Hottechi	HI-BAEW0034	Sunroof	67.14	installed	3	
CILK8KOBEKV435840	003	Hottechi	HI-PACBS0164	ABS steel pin	83.37	installed	1	
CILK8KOBEKV435840	003	Hottechi	HI-PACBS0174	Brake pad	135.64	installed	1	
CMI2TOM7S2T094938	003	Hottechi	HI-ICS0162	Seat track	5.39	installed	1	
DLN8B358NL1021790	003	Hottechi	HI-BAED0029	Hinge	37.78	installed	1	
DLN8B358NL1021790	003	Hottechi	HI-EAECS0050	Alternator bracket	46.48	installed	1	
DLN8B358NL1021790	003	Hottechi	HI-EAEESS0060	Battery tray	51.74	installed	1	
DLN8B358NL1021790	003	Hottechi	HI-EAELASS0092	Tail light cover	55.68	installed	1	
ELOHA60HGW0225638	003	Hottechi	HI-ICS0159	Seat Belt	295.36	installed	2	
FCT22KMD6SQ218332	004	Hottechi	HI-EAEESS0060	Battery tray	109.69	installed	1	
FCT22KMD6SQ218332	004	Hottechi	HI-EAEM0140	Fuse	39.39	installed	1	
FCT22KMD6SQ218332	004	Hottechi	HI-ICS0153	Armrest	97.88	installed	1	
FK7Q7XYMZUL655715	005	Hottechi	HI-BAEW0037	Window regulator	103.46	installed	1	
FK7Q7XYMZUL655715	005	Hottechi	HI-EAEGAM0074	Water temperature meter	105.61	installed	1	
FK7Q7XYMZUL655715	005	Hottechi	HI-EAES0095	Camshaft position sensor	153.39	installed	1	
FK7Q7XYMZUL655715	005	Hottechi	HI-PACBS0167	Bleed nipple	14.03	installed	1	
G8KG7HO2EJ8944601	001	Hottechi	HI-BAE0002	Unexposed bumper	36.95	installed	1	
G8KG7HO2EJ8944601	001	Hottechi	HI-EAESS0118	Starter solenoid	122.60	installed	1	
G8KG7HO2EJ8944601	001	Hottechi	HI-PACBS0170	Brake cooling duct	27.51	installed	3	
H5HS4CYPKMN555181	004	Hottechi	HI-BAEW0038	Windshield	9.86	installed	1	
H5HS4CYPKMN555181	004	Hottechi	HI-EAES0093	Airbag sensor	23.85	installed	2	
H5HS4CYPKMN555181	004	Hottechi	HI-EAES0096	Crankshaft position sensor	24.80	installed	1	
H5HS4CYPKMN555181	004	Hottechi	HI-PACBS0163	Anti-lock braking system	43.63	installed	1	
HGOQEQW7NMX763582	002	Hottechi	HI-PACBS0177	Brake pump	29.73	installed	4	
HXYKUNHFST8923803	002	Hottechi	HI-ICS0156	Children and baby car seat	65.14	installed	1	
HXYKUNHFST8923803	002	Hottechi	HI-PACBS0188	Dual circuit brake system	8.40	installed	1	
JL574F53IWW677762	001	Hottechi	HI-EAEESS0055	Battery box	73.99	installed	1	
JSD0WZ3IDPH375215	001	Hottechi	HI-EAEGAM0068	Speedometer	185.07	installed	5	
JSD0WZ3IDPH375215	001	Hottechi	HI-PACBS0172	Brake drum	43.64	installed	1	
JSD0WZ3IDPH375215	001	Hottechi	HI-PACBS0196	Master Cylinder	104.14	installed	1	
KRP1OF566LN517977	001	Hottechi	HI-EAESS0117	Starter Motor	42.20	installed	1	
L1HOHDZNBHV145467	001	Hottechi	HI-EAEM0142	Performance chip	42.00	installed	1	
LGV35UW1ULO558332	003	Hottechi	HI-EAEIS0076	Distributor	76.50	installed	1	
ME40O4IQW48505690	002	Hottechi	HI-BAE0004	Cowl screen	18.10	installed	1	
ME40O4IQW48505690	002	Hottechi	HI-EAEESS0058	Battery control system	17.92	installed	1	
ME40O4IQW48505690	002	Hottechi	HI-EAESS0119	Spark Plug	97.87	installed	2	
MM825YZ686X514495	002	Hottechi	HI-PACBS0191	Brake booster hose	9.40	installed	1	
N041TL677X0120634	005	Hottechi	HI-EAEESS0053	Battery	92.03	installed	1	
N33DFUSQ5TL200923	001	Hottechi	HI-BAE0007	Fender Musical Instruments Corporation	36.17	installed	1	
N33DFUSQ5TL200923	001	Hottechi	HI-BAEW0036	Window motor	8.83	installed	1	
N33DFUSQ5TL200923	001	Hottechi	HI-EAES0099	Knock sensor	52.65	installed	2	
O2JPV528RNB316189	001	Hottechi	HI-PACBS0193	Brake duct hose	54.74	installed	1	
PTTFTM1P45G415992	003	Hottechi	HI-BAED0032	Centre Locking	166.44	installed	1	
PXXNQTGXC33861665	001	Hottechi	HI-EAEAD0042	Antenna cable	76.15	installed	4	
PXXNQTGXC33861665	001	Hottechi	HI-EAEIS0078	Ignition box	156.54	installed	1	
RX7XUXNSLCL779670	002	Hottechi	HI-EAESS0117	Starter Motor	125.62	received	1	
SSMWDGWS05Z520145	002	Hottechi	HI-BAEW0038	Windshield	15.85	installed	1	
SSMWDGWS05Z520145	002	Hottechi	HI-EAEESS0057	Battery cable	87.57	installed	1	
SSMWDGWS05Z520145	002	Hottechi	HI-EAEM0146	Shift improver	77.59	installed	1	
UUAML2S80CA861300	002	Hottechi	HI-EAES0108	Transmission input and output sensor	246.62	installed	1	
UUAML2S80CA861300	002	Hottechi	HI-EAES0111	MAP sensor	129.85	installed	1	
UUAML2S80CA861300	002	Hottechi	HI-PACBS0184	Brake warning light	234.16	installed	1	
VKIHPHJ3C4P828776	002	Hottechi	HI-EAEGAM0066	Hydrometer	165.17	received	1	
VKIHPHJ3C4P828776	002	Hottechi	HI-EAELASS0091	Tail light	6.97	ordered	3	
VKIHPHJ3C4P828776	002	Hottechi	HI-EAES0113	Oil level sensor	110.56	ordered	1	
VKIHPHJ3C4P828776	002	Hottechi	HI-ICS0159	Seat Belt	59.57	installed	1	
W51BNA7K2XN285084	002	Hottechi	HI-EAEM0132	Air bag control module	244.69	installed	1	
YH4QLI6I7PF517070	001	Hottechi	HI-BAE0014	Rocker panel	150.32	installed	1	
YH4QLI6I7PF517070	001	Hottechi	HI-EAES0111	MAP sensor	87.23	installed	1	
ZANB7GHQNUL143822	001	Hottechi	HI-EAEGAM0065	Fuel gauge	150.14	received	1	
ZANB7GHQNUL143822	001	Hottechi	HI-EAES0100	Light sensor	317.17	received	1	
0HHX3SZUYRV656930	002	Kan-code	KE-PACBS0176	Brake piston	361.33	installed	1	
1REUJOXJD2T955464	001	Kan-code	KE-BAED0032	Centre Locking	37.44	installed	1	
1REUJOXJD2T955464	001	Kan-code	KE-EAEESS0058	Battery control system	64.22	installed	2	
1REUJOXJD2T955464	005	Kan-code	KE-EAELASS0087	Headlight motor	2.67	installed	2	
1REUJOXJD2T955464	005	Kan-code	KE-EAES0122	Power window switch	89.33	installed	1	
1REUJOXJD2T955464	005	Kan-code	KE-EAESS0117	Starter Motor	20.48	installed	1	
1REUJOXJD2T955464	005	Kan-code	KE-PACBS0164	ABS steel pin	67.67	installed	1	
2DLWYHDZYE1017904	001	Kan-code	KE-PACBS0191	Brake booster hose	187.01	installed	1	
2DLWYHDZYE1017904	001	Kan-code	KE-PACBS0195	Load-sensing valve	342.79	installed	1	
2N02SJQHISJ304978	001	Kan-code	KE-EAEGAM0067	Odometer	11.88	installed	4	
2N02SJQHISJ304978	001	Kan-code	KE-EAES0100	Light sensor	56.28	installed	1	
2N02SJQHISJ304978	001	Kan-code	KE-PACBS0170	Brake cooling duct	35.03	installed	2	
2N02SJQHISJ304978	001	Kan-code	KE-PACBS0172	Brake drum	65.46	installed	1	
3B2ABELTMYN821278	002	Kan-code	KE-EAEGAM0063	Clinometer	496.15	received	1	
3B2ABELTMYN821278	002	Kan-code	KE-EAES0094	Anti-pinch sensor	427.44	installed	1	
3B2ABELTMYN821278	002	Kan-code	KE-EAES0108	Transmission input and output sensor	190.97	ordered	1	
3EFKWHDVV7K763989	001	Kan-code	KE-EAEESS0053	Battery	66.26	installed	1	
3EFKWHDVV7K763989	001	Kan-code	KE-EAELASS0083	Engine bay lighting	133.61	installed	1	
7AESLJ27KQU502914	001	Kan-code	KE-EAEESS0059	Battery plate	39.40	received	1	
AVW3MNBAD6U843951	003	Kan-code	KE-PACBS0181	Brake shoe	139.53	installed	2	
BFVL2L02Q6J297374	003	Kan-code	KE-BAED0023	Door beam and panel	293.26	installed	1	
BFVL2L02Q6J297374	003	Kan-code	KE-EAEM0136	Cruise control computer	204.40	installed	1	
C55GQGXHP0Y891707	001	Kan-code	KE-BAE0000	Bonnet/hood	133.71	installed	3	
C55GQGXHP0Y891707	001	Kan-code	KE-EAEESS0057	Battery cable	162.64	installed	1	
C55GQGXHP0Y891707	001	Kan-code	KE-EAES0097	Engine sensor	178.95	installed	1	
C55GQGXHP0Y891707	001	Kan-code	KE-EAES0126	Thermostat	134.10	installed	1	
CMI2TOM7S2T094938	005	Kan-code	KE-EAEM0138	Engine computer and management system	136.40	installed	1	
CMI2TOM7S2T094938	005	Kan-code	KE-EAES0123	Steering column switch	67.62	installed	1	
D8VDEU0GWB2771650	002	Kan-code	KE-EAECS0051	Alternator fan	44.71	installed	1	
DA6NU2CRJEC205150	002	Kan-code	KE-PACBS0195	Load-sensing valve	9.73	ordered	1	
DA6NU2CRJEC205150	003	Kan-code	KE-BAED0026	Door control module	119.20	received	1	
DA6NU2CRJEC205150	003	Kan-code	KE-PACBS0177	Brake pump	118.01	ordered	1	
DAGO1U5HNA4115178	002	Kan-code	KE-EAES0114	ABS sensor	16.77	ordered	1	
ELOHA60HGW0225638	005	Kan-code	KE-BAE0020	Trunk	120.01	installed	1	
ELOHA60HGW0225638	005	Kan-code	KE-EAECS0049	Alternator bearing	145.00	installed	1	
ELOHA60HGW0225638	005	Kan-code	KE-EAELASS0086	Headlight	118.03	installed	4	
ELOHA60HGW0225638	005	Kan-code	KE-PACBS0169	Brake backing pad	211.19	installed	1	
EVAT53CQCL2313744	001	Kan-code	KE-EAEAD0045	Speaker	81.87	ordered	1	
EVAT53CQCL2313744	001	Kan-code	KE-EAEM0142	Performance chip	166.94	installed	1	
EVAT53CQCL2313744	001	Kan-code	KE-EAEM0148	Speedometer calibrator	191.28	ordered	1	
H5HS4CYPKMN555181	005	Kan-code	KE-EAECS0052	Other alternator parts	44.24	installed	1	
H5HS4CYPKMN555181	005	Kan-code	KE-EAELASS0090	Side lighting	66.69	installed	1	
H5HS4CYPKMN555181	005	Kan-code	KE-EAES0094	Anti-pinch sensor	3.72	installed	2	
H5HS4CYPKMN555181	005	Kan-code	KE-EAES0121	Ignition Switch	93.59	installed	1	
HGOQEQW7NMX763582	001	Kan-code	KE-EAELASS0092	Tail light cover	14.59	installed	1	
HGOQEQW7NMX763582	001	Kan-code	KE-EAES0104	Pressure sensor	33.29	installed	1	
JCSWK7YNNU4772939	004	Kan-code	KE-10141	Fuse Box: The Alternative Tribute	74.44	received	1	
JCSWK7YNNU4772939	004	Kan-code	KE-EAEIS0080	Ignition coil parts	41.17	installed	1	
JCSWK7YNNU4772939	004	Kan-code	KE-EAEM0135	Chassis control computer	73.62	received	1	
JCSWK7YNNU4772939	004	Kan-code	KE-PACBS0186	Caliper	38.22	received	1	
JL574F53IWW677762	002	Kan-code	KE-EAEM0143	Performance Monitor	37.75	installed	1	
JS888P7A266025942	004	Kan-code	KE-BAE0015	Roof Rack	80.22	installed	4	
JS888P7A266025942	004	Kan-code	KE-EAEM0132	Air bag control module	60.41	installed	1	
JS888P7A266025942	004	Kan-code	KE-EAESS0115	Starter	75.11	installed	1	
JS888P7A266025942	004	Kan-code	KE-EAESS0117	Starter Motor	50.41	installed	1	
KYCAXU240EL627124	001	Kan-code	KE-IFCAP0151	Carpet and other floor material	0.45	installed	1	
M1MDEKHT4YZ415088	001	Kan-code	KE-EAEGAM0063	Clinometer	93.38	installed	1	
M1MDEKHT4YZ415088	001	Kan-code	KE-ICS0159	Seat Belt	205.96	installed	1	
N041TL677X0120634	001	Kan-code	KE-BAED0025	Inner door handle	203.81	installed	1	
N041TL677X0120634	002	Kan-code	KE-BAE0001	Bumper	225.85	installed	1	
N041TL677X0120634	002	Kan-code	KE-EAEM0144	Relay connector	25.91	installed	4	
NDYSUBAQDQB032013	002	Kan-code	KE-10141	Fuse Box: The Alternative Tribute	135.48	installed	3	
OIJMG7VO2RW806249	001	Kan-code	KE-EAECS0049	Alternator bearing	410.66	installed	1	
OIJMG7VO2RW806249	001	Kan-code	KE-EAES0102	Oxygen sensor	615.33	installed	1	
OIJMG7VO2RW806249	001	Kan-code	KE-PACBS0177	Brake pump	585.96	installed	1	
PXXNQTGXC33861665	002	Kan-code	KE-BAE0021	Valance	99.36	installed	1	
PXXNQTGXC33861665	002	Kan-code	KE-EAEM0133	Alarm and siren	131.25	installed	2	
PXXNQTGXC33861665	002	Kan-code	KE-IFCAP0151	Carpet and other floor material	131.99	installed	5	
PXXNQTGXC33861665	002	Kan-code	KE-PACBS0188	Dual circuit brake system	57.47	installed	2	
PYBX8T7AXDQ513606	002	Kan-code	KE-EAEAD0043	Radio and media player	124.53	ordered	1	
PYBX8T7AXDQ513606	002	Kan-code	KE-EAEM0136	Cruise control computer	81.43	received	1	
Q4HQR2HYEHH708463	002	Kan-code	KE-EAELASS0083	Engine bay lighting	48.68	installed	1	
QBFFO51BIBW977258	003	Kan-code	KE-BAED0029	Hinge	145.76	ordered	3	
QBFFO51BIBW977258	003	Kan-code	KE-EAEGAM0067	Odometer	97.91	received	1	
QBFFO51BIBW977258	003	Kan-code	KE-EAEM0137	Door contact	6.06	installed	1	
QFRB7JG36TQ467046	004	Kan-code	KE-EAEIS0076	Distributor	90.40	installed	1	
QFRB7JG36TQ467046	004	Kan-code	KE-EAEIS0082	Magneto	58.89	installed	1	
QFRB7JG36TQ467046	004	Kan-code	KE-PACBS0182	Brake lining	0.96	installed	1	
R8FUQRGVB58128190	004	Kan-code	KE-EAEAD0047	Subwoofer	22.52	installed	1	
R8FUQRGVB58128190	004	Kan-code	KE-EAEESS0060	Battery tray	55.07	installed	1	
T8ZYDJCVSBZ305579	001	Kan-code	KE-BAEW0034	Sunroof	183.13	installed	1	
T8ZYDJCVSBZ305579	001	Kan-code	KE-EAEM0142	Performance chip	45.85	installed	1	
T8ZYDJCVSBZ305579	001	Kan-code	KE-EAES0109	ABS brack sensor	73.31	installed	1	
UBTL1IWABB8760167	002	Kan-code	KE-BAE0016	Spoiler	68.69	installed	1	
UBTL1IWABB8760167	002	Kan-code	KE-EAES0095	Camshaft position sensor	91.18	installed	1	
WD6PXYON0WN116340	002	Kan-code	KE-BAE0007	Fender Musical Instruments Corporation	0.36	installed	1	
WD6PXYON0WN116340	002	Kan-code	KE-IFCAP0152	Center console	71.22	installed	1	
WVHB7F4NOZA643269	005	Kan-code	KE-PACBS0164	ABS steel pin	382.88	installed	1	
0UIMMUNTR5I513788	001	Kinnamplus	KS-EAEAD0042	Antenna cable	35.18	installed	1	
0UIMMUNTR5I513788	001	Kinnamplus	KS-EAES0106	Rotational sensor	112.22	installed	1	
0UIMMUNTR5I513788	001	Kinnamplus	KS-ICS0158	Headrest	62.18	installed	1	
2DLWYHDZYE1017904	004	Kinnamplus	KS-BAE0015	Roof Rack	243.13	installed	1	
2DLWYHDZYE1017904	004	Kinnamplus	KS-EAES0112	IMA sensor	115.26	installed	1	
2DLWYHDZYE1017904	004	Kinnamplus	KS-PACBS0196	Master Cylinder	358.52	installed	1	
2HYIZGUWIQF039003	005	Kinnamplus	KS-EAEESS0060	Battery tray	159.94	ordered	1	
2HYIZGUWIQF039003	005	Kinnamplus	KS-EAEWH0130	Interior harness	274.74	installed	2	
2HYIZGUWIQF039003	005	Kinnamplus	KS-PACBS0192	Air brake nylon hose	215.63	installed	4	
2MKA8LG040R833271	002	Kinnamplus	KS-10141	Fuse Box: The Alternative Tribute	71.61	installed	1	
2MKA8LG040R833271	002	Kinnamplus	KS-EAECS0048	Alternator	289.61	received	1	
2MKA8LG040R833271	002	Kinnamplus	KS-EAEGAM0068	Speedometer	60.40	ordered	1	
2MKA8LG040R833271	002	Kinnamplus	KS-EAEM0137	Door contact	36.33	ordered	2	
6DOO2Y5ZN3C006211	004	Kinnamplus	KS-BAE0001	Bumper	113.19	installed	2	
6DOO2Y5ZN3C006211	004	Kinnamplus	KS-PACBS0177	Brake pump	21.65	installed	1	
7EM2RFFIVOU030418	001	Kinnamplus	KS-BAE0006	Fascia rear and support	193.50	installed	1	
7EM2RFFIVOU030418	001	Kinnamplus	KS-BAE0012	Quarter panel	193.54	installed	5	
7EM2RFFIVOU030418	001	Kinnamplus	KS-BAEW0036	Window motor	308.31	installed	2	
7EM2RFFIVOU030418	001	Kinnamplus	KS-EAEM0145	Remote lock	207.95	installed	1	
AL1Q0N7Q6AF836970	001	Kinnamplus	KS-10141	Fuse Box: The Alternative Tribute	24.08	installed	1	
AL1Q0N7Q6AF836970	001	Kinnamplus	KS-ICS0158	Headrest	44.65	installed	4	
AL1Q0N7Q6AF836970	001	Kinnamplus	KS-PACBS0170	Brake cooling duct	19.99	installed	2	
AVW3MNBAD6U843951	002	Kinnamplus	KS-10141	Fuse Box: The Alternative Tribute	155.61	ordered	1	
AVW3MNBAD6U843951	002	Kinnamplus	KS-EAEIS0075	Coil wire	48.32	installed	1	
AVW3MNBAD6U843951	002	Kinnamplus	KS-EAES0095	Camshaft position sensor	96.62	ordered	1	
AVW3MNBAD6U843951	002	Kinnamplus	KS-EAES0100	Light sensor	105.12	received	1	
B2JZ72LY7MS631123	002	Kinnamplus	KS-BAE0000	Bonnet/hood	42.95	installed	1	
B2JZ72LY7MS631123	002	Kinnamplus	KS-BAE0012	Quarter panel	53.41	installed	4	
B2JZ72LY7MS631123	002	Kinnamplus	KS-EAEGAM0068	Speedometer	113.01	installed	1	
B2JZ72LY7MS631123	002	Kinnamplus	KS-EAELASS0089	License plate lamp	60.34	received	1	
BK0HC8HZ0U6896211	004	Kinnamplus	KS-EAEAD0045	Speaker	19.10	ordered	1	
BK0HC8HZ0U6896211	004	Kinnamplus	KS-EAEIS0077	Electronic timing controller	65.82	installed	1	
C55GQGXHP0Y891707	002	Kinnamplus	KS-EAEESS0054	Performance battery	189.60	installed	1	
C55GQGXHP0Y891707	002	Kinnamplus	KS-EAES0114	ABS sensor	25.83	installed	5	
C55GQGXHP0Y891707	002	Kinnamplus	KS-EAEWH0128	Air conditioning harness	147.35	installed	1	
C55GQGXHP0Y891707	002	Kinnamplus	KS-PACBS0174	Brake pad	53.26	installed	1	
C5I6GRDA1LX196337	001	Kinnamplus	KS-BAED0032	Centre Locking	123.23	installed	1	
C5I6GRDA1LX196337	001	Kinnamplus	KS-EAEAD0045	Speaker	209.70	installed	1	
C5I6GRDA1LX196337	001	Kinnamplus	KS-EAES0124	Switch cover	389.07	installed	1	
CUM5114Q0C7915917	001	Kinnamplus	KS-BAE0009	Front fascia and header panel	13.83	ordered	1	
CUM5114Q0C7915917	001	Kinnamplus	KS-BAE0014	Rocker panel	125.46	ordered	1	
CUM5114Q0C7915917	001	Kinnamplus	KS-EAELASS0091	Tail light	128.79	installed	1	
CUM5114Q0C7915917	001	Kinnamplus	KS-EAEWH0131	Underfloor harness	32.87	ordered	1	
DB0UB3FA7IR128920	001	Kinnamplus	KS-BAE0014	Rocker panel	34.02	installed	1	
DB0UB3FA7IR128920	001	Kinnamplus	KS-EAELASS0088	Interior light and lamp	52.49	installed	1	
DB0UB3FA7IR128920	001	Kinnamplus	KS-EAEWH0131	Underfloor harness	13.73	installed	1	
DDSRT3SC6IC755465	005	Kinnamplus	KS-10141	Fuse Box: The Alternative Tribute	267.75	installed	1	
DDSRT3SC6IC755465	005	Kinnamplus	KS-EAEESS0056	Battery cable terminal	253.74	installed	1	
DDSRT3SC6IC755465	005	Kinnamplus	KS-EAEM0145	Remote lock	142.08	installed	1	
DDSRT3SC6IC755465	005	Kinnamplus	KS-ICS0154	Bench Seat	278.29	installed	1	
FCJVNI6EYOP282284	002	Kinnamplus	KS-EAELASS0092	Tail light cover	195.60	installed	1	
FCJVNI6EYOP282284	002	Kinnamplus	KS-EAEM0144	Relay connector	145.47	installed	1	
FCJVNI6EYOP282284	002	Kinnamplus	KS-ICS0159	Seat Belt	114.96	installed	1	
FCJVNI6EYOP282284	002	Kinnamplus	KS-PACBS0172	Brake drum	251.12	installed	1	
GK5K3GNG1CH730744	001	Kinnamplus	KS-BAE0003	Exposed bumper	65.88	installed	1	
HC2MYX2JUO6050652	002	Kinnamplus	KS-BAEW0040	Window seal	187.45	installed	1	
HC2MYX2JUO6050652	002	Kinnamplus	KS-EAESS0117	Starter Motor	130.56	installed	1	
IYPXWCTTJW8469109	001	Kinnamplus	KS-BAEW0040	Window seal	18.46	ordered	4	
IYPXWCTTJW8469109	001	Kinnamplus	KS-EAELASS0087	Headlight motor	15.11	received	1	
IYPXWCTTJW8469109	001	Kinnamplus	KS-PACBS0178	Brake roll	49.38	ordered	2	
JG225CRK0P7396477	002	Kinnamplus	KS-BAE0005	Decklid	35.71	installed	2	
JG225CRK0P7396477	002	Kinnamplus	KS-BAE0009	Front fascia and header panel	69.45	installed	1	
JG225CRK0P7396477	002	Kinnamplus	KS-EAECS0048	Alternator	74.76	installed	3	
JG225CRK0P7396477	002	Kinnamplus	KS-PACBS0166	Anchor	82.04	installed	1	
JYY1BDC2RVA780226	002	Kinnamplus	KS-BAED0028	Door watershield	44.64	received	1	
JYY1BDC2RVA780226	002	Kinnamplus	KS-EAEM0146	Shift improver	24.08	installed	1	
JYY1BDC2RVA780226	002	Kinnamplus	KS-EAES0112	IMA sensor	43.26	received	1	
JYY1BDC2RVA780226	002	Kinnamplus	KS-EAES0123	Steering column switch	31.42	installed	1	
NE217XL1T4C839531	002	Kinnamplus	KS-PACBS0173	Brake line	188.99	installed	1	
OEHOHX1J7K3285196	001	Kinnamplus	KS-EAEM0137	Door contact	27.34	ordered	1	
OEHOHX1J7K3285196	001	Kinnamplus	KS-ICS0159	Seat Belt	152.55	received	4	
P3A3Q0W8C7Q563825	001	Kinnamplus	KS-BAE0015	Roof Rack	149.91	installed	4	
P3A3Q0W8C7Q563825	001	Kinnamplus	KS-EAES0093	Airbag sensor	136.98	installed	1	
PHZTSQLW2VE147106	002	Kinnamplus	KS-BAEW0033	Glass	16.38	installed	1	
PHZTSQLW2VE147106	002	Kinnamplus	KS-EAEGAM0068	Speedometer	1.89	installed	1	
PHZTSQLW2VE147106	002	Kinnamplus	KS-PACBS0178	Brake roll	41.94	ordered	1	
PXXNQTGXC33861665	003	Kinnamplus	KS-BAE0000	Bonnet/hood	173.41	installed	1	
PXXNQTGXC33861665	003	Kinnamplus	KS-EAEGAM0067	Odometer	71.92	installed	1	
PXXNQTGXC33861665	003	Kinnamplus	KS-PACBS0186	Caliper	263.54	installed	2	
QI8QRWK37QY163162	004	Kinnamplus	KS-BAED0029	Hinge	284.62	received	1	
QPX7602YJYL185988	001	Kinnamplus	KS-PACBS0186	Caliper	47.01	installed	4	
RX7XUXNSLCL779670	003	Kinnamplus	KS-PACBS0178	Brake roll	112.29	installed	1	
S6T5UW8NRJC744394	002	Kinnamplus	KS-EAEGAM0063	Clinometer	24.42	installed	1	
TCC06SUVGMB437046	001	Kinnamplus	KS-EAEESS0053	Battery	11.74	installed	1	
TCC06SUVGMB437046	001	Kinnamplus	KS-EAEIS0079	Ignition Coil	185.68	installed	1	
TJQJ55RQI0H014163	005	Kinnamplus	KS-BAE0000	Bonnet/hood	12.57	installed	1	
TJQJ55RQI0H014163	005	Kinnamplus	KS-EAEESS0061	Voltage regulator	71.72	installed	1	
TJQJ55RQI0H014163	005	Kinnamplus	KS-EAEIS0075	Coil wire	114.58	installed	1	
